Date_of_journey,Flight_code,Source_ID,Destination_ID,Total_stops,Departure_Time,Arrival_Time,Duration_in_mins,Business,Economy,First,Premium_Economy
02-02-2023,I5-791,26555,35145,1-stop,04:55,13:30,515,0,7875,0,0
02-02-2023,I5-792,26555,26618,1-stop,12:20,21:40,560,0,7888,0,0
02-02-2023,I5-792,26555,35145,2+-stop,12:20,23:00,640,0,12246,0,0
02-02-2023,I5-798,26555,26434,1-stop,12:45,02:20,815,0,6375,0,0
02-02-2023,I5-798,26555,35141,1-stop,12:45,20:25,460,0,6585,0,0
02-02-2023,I5-798,26555,35141,1-stop,12:45,21:05,500,0,6585,0,0
02-02-2023,I5-798,26555,35145,2+-stop,12:45,22:10,565,0,11564,0,0
02-02-2023,I5-798,26555,35145,2+-stop,12:45,23:15,630,0,11564,0,0
02-02-2023,I5-818,35145,26434,1-stop,05:30,14:05,515,0,4529,0,0
02-02-2023,I5-818,35145,26555,1-stop,05:30,10:45,315,0,8693,0,0
02-02-2023,I5-819,35145,26555,1-stop,09:05,14:30,325,0,5424,0,0
02-02-2023,I5-819,35145,26555,1-stop,09:05,19:45,640,0,5424,0,0
02-02-2023,I5-820,35145,26555,1-stop,14:50,22:40,470,0,7094,0,0
02-02-2023,I5-821,26618,26496,1-stop,22:15,07:25,550,0,6358,0,0
02-02-2023,I5-821,26618,26555,1-stop,22:15,08:55,640,0,6077,0,0
02-02-2023,I5-821,26618,35141,1-stop,22:15,08:45,630,0,3541,0,0
02-02-2023,I5-821,26618,35145,non-stop,22:15,23:00,45,0,1938,0,0
02-02-2023,I5-857,26555,26434,1-stop,19:05,00:40,335,0,6375,0,0
02-02-2023,I5-857,26555,26618,1-stop,19:05,06:10,665,0,6418,0,0
02-02-2023,I5-857,26555,26618,1-stop,19:05,08:35,810,0,6418,0,0
02-02-2023,I5-857,26555,35141,1-stop,19:05,08:45,820,0,5955,0,0
02-02-2023,I5-857,26555,35141,1-stop,19:05,10:35,930,0,9981,0,0
02-02-2023,I5-857,26555,35145,non-stop,19:05,21:45,160,0,7016,0,0
02-02-2023,I5-942,35145,26555,1-stop,15:00,20:45,345,0,5424,0,0
02-02-2023,I5-972,35141,35145,1-stop,17:55,07:05,790,0,4488,0,0
02-02-2023,I5-972,35141,35145,1-stop,17:55,08:20,865,0,4488,0,0
02-02-2023,I5-972,35145,26434,2+-stop,16:10,02:20,610,0,7069,0,0
02-02-2023,I5-972,35145,26434,2+-stop,16:10,06:55,885,0,7069,0,0
02-02-2023,I5-972,35145,26555,2+-stop,16:10,01:45,575,0,11763,0,0
02-02-2023,I5-972,35145,35141,non-stop,16:10,17:20,70,0,3640,0,0
02-02-2023,I5-974,35141,26496,1-stop,21:45,07:25,580,0,6578,0,0
02-02-2023,I5-974,35141,26555,1-stop,21:45,08:55,670,0,6368,0,0
02-02-2023,I5-974,35141,26618,1-stop,21:45,06:10,505,0,3061,0,0
02-02-2023,I5-974,35141,26618,1-stop,21:45,08:35,650,0,3061,0,0
02-02-2023,I5-974,35141,35145,non-stop,21:45,23:15,90,0,3199,0,0
02-02-2023,I5-976,35145,26555,1-stop,21:15,01:35,260,0,5424,0,0
02-02-2023,I5-976,35145,26555,1-stop,21:15,03:55,400,0,5424,0,0
02-02-2023,I5-976,35145,26555,1-stop,21:15,08:50,695,0,5424,0,0
02-02-2023,I5-991,26496,26434,1-stop,16:00,00:40,520,0,7868,0,0
02-02-2023,I5-991,26496,26434,1-stop,16:00,21:00,300,0,7868,0,0
02-02-2023,I5-991,26496,35145,non-stop,16:00,18:25,145,0,7555,0,0
02-02-2023,I5-992,35145,26496,non-stop,22:40,01:10,150,0,7261,0,0
02-02-2023,QP-1101,26434,26431,non-stop,09:50,11:10,80,0,1964,0,0
02-02-2023,QP-1102,26431,26434,non-stop,11:50,13:15,85,0,2238,0,0
02-02-2023,QP-1103,26434,35145,non-stop,00:05,01:45,100,0,2502,0,0
02-02-2023,QP-1104,35145,26434,non-stop,11:45,13:30,105,0,2588,0,0
02-02-2023,QP-1105,26434,35145,non-stop,14:15,15:45,90,0,2502,0,0
02-02-2023,QP-1106,35145,26434,non-stop,16:35,18:20,105,0,2788,0,0
02-02-2023,QP-1107,26434,26431,non-stop,14:10,15:25,75,0,3343,0,0
02-02-2023,QP-1108,26431,26434,non-stop,16:05,17:25,80,0,3138,0,0
02-02-2023,QP-1109,35145,26434,non-stop,06:50,08:35,105,0,2538,0,0
02-02-2023,QP-1110,26434,35145,non-stop,09:20,11:05,105,0,3002,0,0
02-02-2023,QP-1113,26434,26431,non-stop,05:40,06:55,75,0,3343,0,0
02-02-2023,QP-1114,26431,26434,non-stop,07:35,08:55,80,0,2238,0,0
02-02-2023,QP-1127,26434,26555,non-stop,13:25,15:30,125,0,5939,0,0
02-02-2023,QP-1128,26555,26434,non-stop,16:10,18:20,130,0,5890,0,0
02-02-2023,QP-1306,26434,35145,non-stop,19:00,20:50,110,0,3002,0,0
02-02-2023,QP-1307,35145,26618,non-stop,15:30,16:30,60,0,1918,0,0
02-02-2023,QP-1310,26618,35145,non-stop,21:20,22:15,55,0,4438,0,0
02-02-2023,QP-1313,35145,26618,non-stop,12:00,13:10,70,0,1918,0,0
02-02-2023,QP-1314,35145,26431,non-stop,14:35,16:55,140,0,6210,0,0
02-02-2023,QP-1315,26431,35145,non-stop,17:35,19:45,130,0,5703,0,0
02-02-2023,QP-1316,26618,35145,non-stop,14:00,14:50,50,0,4677,0,0
02-02-2023,QP-1319,35145,26618,non-stop,08:15,09:25,70,0,4268,0,0
02-02-2023,QP-1320,26618,35145,non-stop,10:10,11:20,70,0,1938,0,0
02-02-2023,QP-1321,35145,26618,non-stop,05:45,06:45,60,0,1918,0,0
02-02-2023,QP-1322,26618,35145,non-stop,07:30,08:25,55,0,1938,0,0
02-02-2023,QP-1325,35145,26431,non-stop,09:55,12:15,140,0,6210,0,0
02-02-2023,QP-1326,26431,35145,non-stop,12:55,15:00,125,0,6163,0,0
02-02-2023,QP-1327,35145,26618,non-stop,20:50,21:50,60,0,2070,0,0
02-02-2023,QP-1328,26618,35145,non-stop,22:30,23:30,60,0,1938,0,0
02-02-2023,QP-1329,35145,26434,non-stop,20:30,22:20,110,0,2468,0,0
02-02-2023,QP-1331,35145,26431,non-stop,06:10,08:30,140,0,5495,0,0
02-02-2023,QP-1332,26431,35145,non-stop,21:35,23:35,120,0,5653,0,0
02-02-2023,QP-1334,26555,26431,non-stop,19:10,20:55,105,0,3189,0,0
02-02-2023,QP-1335,26555,35145,non-stop,12:00,14:45,165,0,5179,0,0
02-02-2023,QP-1336,35145,26555,non-stop,15:40,18:25,165,0,5226,0,0
02-02-2023,QP-1340,35145,26434,non-stop,05:30,07:10,100,0,2538,0,0
02-02-2023,QP-1341,26434,35145,non-stop,20:25,22:05,100,0,3002,0,0
02-02-2023,QP-1342,26431,26555,non-stop,09:15,11:00,105,0,5888,0,0
02-02-2023,QP-1362,35145,26434,non-stop,10:15,12:20,125,0,2788,0,0
02-02-2023,QP-1363,26434,35145,non-stop,13:00,14:30,90,0,2606,0,0
02-02-2023,QP-1366,35145,26434,non-stop,19:45,21:35,110,0,3339,0,0
02-02-2023,QP-1367,26434,35145,non-stop,22:20,00:05,105,0,2502,0,0
02-02-2023,QP-1415,35145,35141,non-stop,10:05,11:25,80,0,2305,0,0
02-02-2023,QP-1418,35141,35145,non-stop,16:15,17:25,70,0,3045,0,0
02-03-2023,9I-301,35141,26434,non-stop,09:35,11:30,115,0,4268,0,0
02-03-2023,9I-302,26434,35141,non-stop,17:00,19:00,120,0,3843,0,0
02-03-2023,9I-517,35145,35141,non-stop,19:40,21:15,95,0,3799,0,0
02-03-2023,9I-518,35141,35145,non-stop,22:00,23:35,95,0,3423,0,0
02-03-2023,9I-695,26555,26431,1-stop,13:15,16:20,185,0,4695,0,0
02-03-2023,9I-696,26431,26555,1-stop,16:50,19:55,185,0,4642,0,0
02-03-2023,9I-893,35141,26618,non-stop,07:25,09:00,95,0,4688,0,0
02-03-2023,9I-894,26618,35141,non-stop,13:30,15:20,110,0,4363,0,0
02-03-2023,9I-895,35141,35145,non-stop,07:25,08:50,85,0,3953,0,0
02-03-2023,9I-896,35145,35141,non-stop,09:20,10:45,85,0,3799,0,0
02-03-2023,G8-101,26555,26434,1-stop,05:50,19:35,825,0,6007,0,0
02-03-2023,G8-101,26555,26434,1-stop,05:50,21:25,935,0,6007,0,0
02-03-2023,G8-101,26555,35145,1-stop,05:50,19:25,815,0,17024,0,0
02-03-2023,G8-102,26496,26431,1-stop,14:20,22:00,460,0,12822,0,0
02-03-2023,G8-102,26496,26434,1-stop,14:20,00:40,620,0,14031,0,0
02-03-2023,G8-102,26496,26434,1-stop,14:20,04:50,870,0,14031,0,0
02-03-2023,G8-102,26496,26434,1-stop,14:20,21:50,450,0,14031,0,0
02-03-2023,G8-102,26496,26434,1-stop,14:20,23:15,535,0,14031,0,0
02-03-2023,G8-102,26496,26555,non-stop,14:20,16:55,155,0,8706,0,0
02-03-2023,G8-102,26496,35141,1-stop,14:20,22:55,515,0,13316,0,0
02-03-2023,G8-102,26496,35145,1-stop,14:20,21:45,445,0,13369,0,0
02-03-2023,G8-113,26555,26434,1-stop,05:45,20:35,890,0,6007,0,0
02-03-2023,G8-113,26555,26434,1-stop,05:45,22:15,990,0,6007,0,0
02-03-2023,G8-113,26555,35145,non-stop,05:45,08:35,170,0,5237,0,0
02-03-2023,G8-116,35145,26555,non-stop,07:35,10:30,175,0,5238,0,0
02-03-2023,G8-118,35145,26496,1-stop,21:30,08:00,630,0,6816,0,0
02-03-2023,G8-118,35145,26555,non-stop,21:30,00:15,165,0,7700,0,0
02-03-2023,G8-119,26555,26434,1-stop,19:05,09:30,865,0,6007,0,0
02-03-2023,G8-119,26555,35145,non-stop,19:05,21:45,160,0,5237,0,0
02-03-2023,G8-143,26555,26434,1-stop,10:40,16:45,365,0,6007,0,0
02-03-2023,G8-173,26555,35145,1-stop,09:35,19:50,615,0,7622,0,0
02-03-2023,G8-184,26555,26434,1-stop,10:25,16:50,385,0,6007,0,0
02-03-2023,G8-194,26555,26434,1-stop,21:30,08:00,630,0,8740,0,0
02-03-2023,G8-2126,35145,26434,1-stop,17:10,22:15,305,0,6583,0,0
02-03-2023,G8-2126,35145,26555,2+-stop,17:10,01:05,475,0,9126,0,0
02-03-2023,G8-213,26555,26434,1-stop,11:50,18:10,380,0,14485,0,0
02-03-2023,G8-237,26555,26434,1-stop,12:45,22:30,585,0,6007,0,0
02-03-2023,G8-237,26555,35145,1-stop,12:45,20:50,485,0,8866,0,0
02-03-2023,G8-241,35145,26555,1-stop,16:25,06:45,860,0,7905,0,0
02-03-2023,G8-241,35145,26555,1-stop,16:25,21:50,325,0,7905,0,0
02-03-2023,G8-241,35145,26555,1-stop,16:25,23:10,405,0,7905,0,0
02-03-2023,G8-2501,26555,26434,non-stop,02:40,04:50,130,0,5801,0,0
02-03-2023,G8-2504,26434,26431,non-stop,13:30,14:35,65,0,1965,0,0
02-03-2023,G8-2504,26434,26555,1-stop,13:30,00:50,680,0,4283,0,0
02-03-2023,G8-2504,26434,26555,1-stop,13:30,21:15,465,0,5014,0,0
02-03-2023,G8-2504,26434,35141,1-stop,13:30,21:30,480,0,5156,0,0
02-03-2023,G8-2505,26431,26434,non-stop,15:05,16:15,70,0,2366,0,0
02-03-2023,G8-2505,26431,35145,1-stop,15:05,20:55,350,0,4043,0,0
02-03-2023,G8-2505,26431,35145,1-stop,15:05,23:20,495,0,4043,0,0
02-03-2023,G8-2508,26434,26496,1-stop,23:45,08:00,495,0,7596,0,0
02-03-2023,G8-2508,26434,26555,non-stop,23:45,02:00,135,0,5820,0,0
02-03-2023,G8-2519,26555,26434,1-stop,20:40,10:50,850,0,6007,0,0
02-03-2023,G8-259,26555,26434,1-stop,07:00,18:10,670,0,14272,0,0
02-03-2023,G8-274,35145,26555,1-stop,09:10,22:40,810,0,11351,0,0
02-03-2023,G8-275,26555,35145,1-stop,22:05,10:05,720,0,7622,0,0
02-03-2023,G8-285,35145,26555,1-stop,15:50,03:00,670,0,12332,0,0
02-03-2023,G8-285,35145,26555,1-stop,15:50,20:20,270,0,11097,0,0
02-03-2023,G8-286,26555,26434,1-stop,10:55,01:20,865,0,14307,0,0
02-03-2023,G8-286,26555,26434,1-stop,10:55,18:25,450,0,14307,0,0
02-03-2023,G8-286,26555,26434,1-stop,10:55,19:30,515,0,14307,0,0
02-03-2023,G8-286,26555,35145,1-stop,10:55,15:10,255,0,13777,0,0
02-03-2023,G8-287,26434,26555,2+-stop,10:40,18:15,455,0,5996,0,0
02-03-2023,G8-287,26434,26555,2+-stop,10:40,19:05,505,0,5996,0,0
02-03-2023,G8-287,26434,26555,2+-stop,10:40,20:55,615,0,5996,0,0
02-03-2023,G8-3001,35141,26431,non-stop,05:00,06:45,105,0,5525,0,0
02-03-2023,G8-3001,35141,26434,1-stop,05:00,10:45,345,0,7592,0,0
02-03-2023,G8-3001,35141,26434,1-stop,05:00,16:15,675,0,4742,0,0
02-03-2023,G8-3001,35141,26555,1-stop,05:00,10:05,305,0,6422,0,0
02-03-2023,G8-3002,26431,26434,1-stop,08:00,16:40,520,0,8001,0,0
02-03-2023,G8-3002,26431,26434,1-stop,08:00,21:40,820,0,8001,0,0
02-03-2023,G8-3002,26431,35145,1-stop,08:00,21:35,815,0,6820,0,0
02-03-2023,G8-3006,26431,26555,1-stop,19:45,08:45,780,0,9714,0,0
02-03-2023,G8-3007,26431,35145,1-stop,05:45,15:10,565,0,5867,0,0
02-03-2023,G8-304,26618,26431,1-stop,13:45,23:50,605,0,6071,0,0
02-03-2023,G8-304,26618,26434,non-stop,13:45,15:40,115,0,3803,0,0
02-03-2023,G8-304,26618,26555,1-stop,13:45,01:05,680,0,7696,0,0
02-03-2023,G8-304,26618,26555,1-stop,13:45,02:00,735,0,7696,0,0
02-03-2023,G8-304,26618,26555,1-stop,13:45,19:50,365,0,9166,0,0
02-03-2023,G8-304,26618,26555,1-stop,13:45,22:25,520,0,9166,0,0
02-03-2023,G8-304,26618,26555,1-stop,13:45,23:30,585,0,7696,0,0
02-03-2023,G8-305,26434,26618,non-stop,05:45,07:35,110,0,2811,0,0
02-03-2023,G8-306,26434,26431,1-stop,11:45,18:40,415,0,8626,0,0
02-03-2023,G8-317,26434,35145,non-stop,05:45,07:20,95,0,2851,0,0
02-03-2023,G8-319,26434,26555,non-stop,09:55,12:05,130,0,5938,0,0
02-03-2023,G8-320,35145,26434,non-stop,18:45,20:35,110,0,2252,0,0
02-03-2023,G8-320,35145,26496,1-stop,18:45,10:00,915,0,6816,0,0
02-03-2023,G8-320,35145,26555,1-stop,18:45,01:05,380,0,7613,0,0
02-03-2023,G8-320,35145,26555,1-stop,18:45,02:00,435,0,7613,0,0
02-03-2023,G8-320,35145,26555,1-stop,18:45,08:00,795,0,7613,0,0
02-03-2023,G8-320,35145,26618,1-stop,18:45,07:35,770,0,5088,0,0
02-03-2023,G8-322,26434,26496,1-stop,21:15,08:00,645,0,7596,0,0
02-03-2023,G8-322,26434,26555,non-stop,21:15,23:30,135,0,5938,0,0
02-03-2023,G8-323,26555,26434,non-stop,18:00,20:10,130,0,5899,0,0
02-03-2023,G8-323,26555,26618,1-stop,18:00,07:35,815,0,6954,0,0
02-03-2023,G8-323,26555,35145,1-stop,18:00,07:20,800,0,7576,0,0
02-03-2023,G8-325,26434,26555,1-stop,21:35,10:30,775,0,5996,0,0
02-03-2023,G8-325,26434,35145,non-stop,21:35,23:20,105,0,2252,0,0
02-03-2023,G8-327,26434,26555,non-stop,08:45,10:55,130,0,5938,0,0
02-03-2023,G8-329,26434,26555,non-stop,05:50,08:00,130,0,5938,0,0
02-03-2023,G8-330,26555,26434,non-stop,21:00,23:15,135,0,5801,0,0
02-03-2023,G8-330,26555,26618,1-stop,21:00,07:35,635,0,6954,0,0
02-03-2023,G8-330,26555,35145,1-stop,21:00,07:20,620,0,7576,0,0
02-03-2023,G8-334,26555,26434,non-stop,07:20,09:30,130,0,5899,0,0
02-03-2023,G8-334,26555,35145,1-stop,07:20,20:55,815,0,7576,0,0
02-03-2023,G8-336,26555,26434,non-stop,14:35,16:45,130,0,5899,0,0
02-03-2023,G8-336,26555,35145,1-stop,14:35,20:55,380,0,7576,0,0
02-03-2023,G8-336,26555,35145,1-stop,14:35,23:20,525,0,7576,0,0
02-03-2023,G8-339,26434,26496,1-stop,17:40,08:00,860,0,12361,0,0
02-03-2023,G8-339,26434,26555,non-stop,17:40,19:50,130,0,5938,0,0
02-03-2023,G8-341,26434,26496,1-stop,20:15,08:00,705,0,12361,0,0
02-03-2023,G8-341,26434,26555,non-stop,20:15,22:25,130,0,5938,0,0
02-03-2023,G8-344,26434,26555,1-stop,18:50,09:50,900,0,5996,0,0
02-03-2023,G8-344,26434,35145,1-stop,18:50,08:40,830,0,6312,0,0
02-03-2023,G8-345,26434,26496,1-stop,22:55,08:00,545,0,7596,0,0
02-03-2023,G8-345,26434,26555,non-stop,22:55,01:05,130,0,5820,0,0
02-03-2023,G8-346,26555,26434,non-stop,19:40,21:50,130,0,5899,0,0
02-03-2023,G8-346,26555,26618,1-stop,19:40,07:35,715,0,6954,0,0
02-03-2023,G8-346,26555,35145,1-stop,19:40,07:20,700,0,7576,0,0
02-03-2023,G8-349,26434,26431,1-stop,12:00,22:30,630,0,11429,0,0
02-03-2023,G8-349,26434,26555,1-stop,12:00,20:05,485,0,5996,0,0
02-03-2023,G8-351,26434,26555,1-stop,11:20,22:40,680,0,5996,0,0
02-03-2023,G8-354,26555,26434,non-stop,22:30,00:40,130,0,5801,0,0
02-03-2023,G8-354,26555,26618,1-stop,22:30,07:35,545,0,6954,0,0
02-03-2023,G8-354,26555,35145,1-stop,22:30,07:20,530,0,7576,0,0
02-03-2023,G8-363,26434,26431,non-stop,22:40,23:50,70,0,2843,0,0
02-03-2023,G8-363,26434,26496,1-stop,22:40,08:40,600,0,7596,0,0
02-03-2023,G8-363,26434,26555,1-stop,22:40,10:05,685,0,5014,0,0
02-03-2023,G8-364,26434,26431,non-stop,17:15,18:25,70,0,1965,0,0
02-03-2023,G8-364,26434,26496,1-stop,17:15,08:40,925,0,7596,0,0
02-03-2023,G8-364,26434,26555,1-stop,17:15,00:50,455,0,4283,0,0
02-03-2023,G8-364,26434,26555,1-stop,17:15,21:15,240,0,5014,0,0
02-03-2023,G8-364,26434,35141,1-stop,17:15,21:30,255,0,5156,0,0
02-03-2023,G8-365,26434,26431,non-stop,07:50,08:55,65,0,3446,0,0
02-03-2023,G8-365,26434,26555,1-stop,07:50,21:15,805,0,5996,0,0
02-03-2023,G8-365,26434,35141,1-stop,07:50,21:30,820,0,5156,0,0
02-03-2023,G8-371,26434,26555,1-stop,16:30,03:00,630,0,9027,0,0
02-03-2023,G8-382,26434,26555,1-stop,15:20,03:00,700,0,13529,0,0
02-03-2023,G8-382,26434,26555,1-stop,15:20,20:20,300,0,13529,0,0
02-03-2023,G8-384,26434,26555,1-stop,22:05,03:00,295,0,9027,0,0
02-03-2023,G8-393,26496,26555,1-stop,10:40,21:50,670,0,7110,0,0
02-03-2023,G8-393,26496,26555,1-stop,10:40,23:10,750,0,7110,0,0
02-03-2023,G8-393,26496,35145,1-stop,10:40,19:50,550,0,7015,0,0
02-03-2023,G8-395,35145,26434,non-stop,08:00,09:40,100,0,3552,0,0
02-03-2023,G8-395,35145,26555,1-stop,08:00,19:50,710,0,7613,0,0
02-03-2023,G8-395,35145,26555,1-stop,08:00,22:25,865,0,7613,0,0
02-03-2023,G8-395,35145,26555,1-stop,08:00,23:30,930,0,7613,0,0
02-03-2023,G8-397,26434,26555,1-stop,16:40,07:15,875,0,5996,0,0
02-03-2023,G8-398,26434,26555,1-stop,19:15,10:30,915,0,5996,0,0
02-03-2023,G8-398,26434,35145,non-stop,19:15,20:55,100,0,2851,0,0
02-03-2023,G8-399,35145,26434,non-stop,20:30,22:15,105,0,5351,0,0
02-03-2023,G8-399,35145,26496,1-stop,20:30,10:00,810,0,6816,0,0
02-03-2023,G8-399,35145,26555,1-stop,20:30,08:00,690,0,7613,0,0
02-03-2023,G8-399,35145,26555,1-stop,20:30,10:55,865,0,7613,0,0
02-03-2023,G8-399,35145,26555,1-stop,20:30,12:05,935,0,8563,0,0
02-03-2023,G8-399,35145,26618,1-stop,20:30,07:35,665,0,12869,0,0
02-03-2023,G8-401,35145,26555,1-stop,15:40,21:45,365,0,9126,0,0
02-03-2023,G8-413,26431,26434,non-stop,21:10,22:30,80,0,6717,0,0
02-03-2023,G8-413,26431,26496,1-stop,21:10,10:00,770,0,7553,0,0
02-03-2023,G8-413,26431,26618,1-stop,21:10,07:35,625,0,4259,0,0
02-03-2023,G8-413,26431,35145,1-stop,21:10,07:20,610,0,6301,0,0
02-03-2023,G8-422,26555,35141,non-stop,20:45,22:55,130,0,5184,0,0
02-03-2023,G8-424,35141,26555,non-stop,06:20,08:45,145,0,6209,0,0
02-03-2023,G8-459,26431,26434,non-stop,09:25,10:45,80,0,5047,0,0
02-03-2023,G8-459,26431,35145,1-stop,09:25,20:55,690,0,3700,0,0
02-03-2023,G8-459,26431,35145,1-stop,09:25,23:20,835,0,3700,0,0
02-03-2023,G8-511,26434,26496,non-stop,07:30,10:00,150,0,8042,0,0
02-03-2023,G8-511,26434,26555,1-stop,07:30,16:55,565,0,15647,0,0
02-03-2023,G8-514,26496,26431,1-stop,16:55,23:50,415,0,8160,0,0
02-03-2023,G8-514,26496,26434,non-stop,16:55,19:35,160,0,8606,0,0
02-03-2023,G8-514,26496,26555,1-stop,16:55,01:05,490,0,7110,0,0
02-03-2023,G8-514,26496,26555,1-stop,16:55,02:00,545,0,7110,0,0
02-03-2023,G8-514,26496,26555,1-stop,16:55,08:00,905,0,7110,0,0
02-03-2023,G8-514,26496,26618,1-stop,16:55,07:35,880,0,7110,0,0
02-03-2023,G8-514,26496,35145,1-stop,16:55,07:20,865,0,7110,0,0
02-03-2023,G8-514,26496,35145,1-stop,16:55,23:20,385,0,7110,0,0
02-03-2023,G8-530,26555,26434,non-stop,06:00,08:10,130,0,5899,0,0
02-03-2023,G8-530,26555,35145,1-stop,06:00,20:55,895,0,7576,0,0
02-03-2023,G8-532,26431,26496,non-stop,06:20,08:40,140,0,7996,0,0
02-03-2023,G8-532,26431,35145,1-stop,06:20,19:25,785,0,18023,0,0
02-03-2023,G8-532,26496,26555,1-stop,09:15,18:30,555,0,10623,0,0
02-03-2023,G8-537,26431,26496,1-stop,20:10,10:00,830,0,7553,0,0
02-03-2023,G8-537,26496,26431,non-stop,16:35,19:25,170,0,8355,0,0
02-03-2023,G8-537,26496,26434,1-stop,16:35,21:25,290,0,9290,0,0
02-03-2023,G8-537,26496,26434,1-stop,16:35,22:30,355,0,8160,0,0
02-03-2023,G8-537,26496,26555,1-stop,16:35,00:50,495,0,7110,0,0
02-03-2023,G8-537,26496,26555,1-stop,16:35,02:00,565,0,7110,0,0
02-03-2023,G8-537,26496,26555,1-stop,16:35,08:00,925,0,7110,0,0
02-03-2023,G8-537,26496,26555,1-stop,16:35,10:55,1100,0,7110,0,0
02-03-2023,G8-537,26496,26618,2+-stop,16:35,07:35,900,0,7110,0,0
02-03-2023,G8-537,26496,35145,1-stop,16:35,07:20,885,0,7110,0,0
02-03-2023,G8-537,26496,35145,1-stop,16:35,23:25,410,0,7110,0,0
02-03-2023,G8-575,26434,26555,1-stop,05:00,20:20,920,0,9027,0,0
02-03-2023,G8-713,26555,26431,non-stop,20:25,22:00,95,0,4690,0,0
02-03-2023,G8-713,26555,26434,1-stop,20:25,10:45,860,0,6007,0,0
02-03-2023,G8-713,26555,35145,1-stop,20:25,11:25,900,0,8866,0,0
02-03-2023,G8-714,26431,26496,1-stop,23:15,08:00,525,0,7553,0,0
02-03-2023,G8-714,26431,26555,non-stop,23:15,00:50,95,0,2839,0,0
02-03-2023,G8-714,26431,35145,1-stop,23:15,08:35,560,0,6820,0,0
02-03-2023,G8-715,26431,26496,1-stop,05:00,16:15,675,0,7553,0,0
02-03-2023,G8-715,26431,26555,1-stop,05:00,14:30,570,0,6270,0,0
02-03-2023,G8-715,26431,35145,1-stop,05:00,10:05,305,0,5813,0,0
02-03-2023,G8-717,26555,26431,non-stop,17:30,19:05,95,0,3752,0,0
02-03-2023,G8-717,26555,26434,1-stop,17:30,21:25,235,0,6007,0,0
02-03-2023,G8-717,26555,26434,1-stop,17:30,22:30,300,0,5252,0,0
02-03-2023,G8-717,26555,35145,1-stop,17:30,23:25,355,0,8866,0,0
02-03-2023,G8-718,26431,26496,1-stop,19:35,08:00,745,0,7553,0,0
02-03-2023,G8-718,26431,26555,non-stop,19:35,21:15,100,0,3570,0,0
02-03-2023,G8-718,26431,35145,1-stop,19:35,08:35,780,0,6820,0,0
02-03-2023,G8-719,26555,26431,non-stop,06:00,07:35,95,0,3090,0,0
02-03-2023,G8-719,26555,26434,1-stop,06:00,10:45,285,0,4592,0,0
02-03-2023,G8-719,26555,26434,1-stop,06:00,16:15,615,0,4592,0,0
02-03-2023,G8-719,26555,35145,1-stop,06:00,11:25,325,0,8272,0,0
02-03-2023,G8-720,26431,26555,non-stop,08:30,10:05,95,0,4001,0,0
02-03-2023,G8-720,26431,35145,1-stop,08:30,21:45,795,0,6820,0,0
02-03-2023,G8-721,35145,26496,1-stop,06:30,16:15,585,0,6816,0,0
02-03-2023,G8-721,35145,26555,1-stop,06:30,14:30,480,0,7905,0,0
02-03-2023,G8-721,35145,26555,1-stop,06:30,21:50,920,0,7905,0,0
02-03-2023,G8-801,35145,26555,1-stop,06:20,21:15,895,0,9126,0,0
02-03-2023,G8-801,35145,35141,1-stop,06:20,21:30,910,0,10750,0,0
02-03-2023,G8-802,26431,26496,1-stop,09:25,22:40,795,0,16642,0,0
02-03-2023,G8-802,26431,35145,non-stop,09:25,11:25,120,0,5703,0,0
02-03-2023,G8-803,35145,26496,1-stop,18:30,08:40,850,0,15052,0,0
02-03-2023,G8-803,35145,26555,1-stop,18:30,00:50,380,0,9897,0,0
02-03-2023,G8-803,35145,26555,1-stop,18:30,10:05,935,0,10626,0,0
02-03-2023,G8-804,26431,35145,non-stop,21:10,23:25,135,0,5703,0,0
02-03-2023,G8-808,35145,26555,1-stop,16:05,07:15,910,0,5866,0,0
02-03-2023,G8-887,35145,26496,non-stop,20:10,22:40,150,0,11779,0,0
02-03-2023,G8-888,26496,26431,1-stop,16:50,08:45,955,0,17283,0,0
02-03-2023,G8-888,26496,26434,1-stop,16:50,22:15,325,0,12536,0,0
02-03-2023,G8-888,26496,26555,1-stop,16:50,00:15,445,0,17986,0,0
02-03-2023,G8-888,26496,35145,non-stop,16:50,19:25,155,0,11128,0,0
02-03-2023,I5-1228,26555,26434,1-stop,09:30,00:40,910,0,4827,0,0
02-03-2023,I5-1228,26555,26434,1-stop,09:30,19:00,570,0,4827,0,0
02-03-2023,I5-1228,26555,26434,1-stop,09:30,21:00,690,0,4827,0,0
02-03-2023,I5-1228,26555,26618,1-stop,09:30,17:05,455,0,6418,0,0
02-03-2023,I5-1228,26555,35141,1-stop,09:30,16:50,440,0,5955,0,0
02-03-2023,I5-1228,26555,35141,1-stop,09:30,17:20,470,0,5955,0,0
02-03-2023,I5-1228,26555,35145,non-stop,09:30,12:15,165,0,5235,0,0
02-03-2023,I5-1228,35145,26555,2+-stop,12:55,23:05,610,0,8334,0,0
02-03-2023,I5-1228,35145,35141,non-stop,12:55,14:05,70,0,3640,0,0
02-03-2023,I5-1229,35141,26434,1-stop,19:40,00:40,300,0,5203,0,0
02-03-2023,I5-1229,35141,26496,1-stop,19:40,01:10,330,0,6578,0,0
02-03-2023,I5-1229,35141,26496,1-stop,19:40,02:00,380,0,6578,0,0
